StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Gender_Label,Ethnicity_Label,ParentalEducation_Label,ParentalSupport_Label,GradeClass_Label,Total_Activities,Support_Score,Engagement_Score,At_Risk,GPA_Normalized,StudyTimeWeekly_Normalized,Absences_Normalized
2232,18,1,2,2,4.830124537121225,17,0,3,1,0,0,0,1.636403110402885,4.0,Male,Asian,Some College,High,A,1,5,3.2075311342803063,1,0.4091007776007213,0.2417309377810719,0.5862068965517241
2233,15,1,0,1,10.194463432071304,14,0,0,0,0,0,0,1.7097013783889978,4.0,Male,Caucasian,High School,,A,0,1,2.548615858017826,1,0.4274253445972494,0.5102561836589898,0.4827586206896551
2234,15,1,0,2,7.599199045195051,22,0,4,0,1,1,0,1.4851118281074416,4.0,Male,Caucasian,Some College,Very High,A,2,6,5.8997997612987625,1,0.3712779570268604,0.3803438083875101,0.7586206896551724
2235,16,1,0,2,8.969704560052676,9,0,2,1,1,0,0,2.9994091469264443,2.0,Male,Caucasian,Some College,Moderate,C,2,4,6.242426140013169,0,0.7498522867316111,0.4489478502948234,0.3103448275862069
2236,18,0,2,0,19.61296439128099,2,1,0,1,0,0,0,3.515415829646008,0.0,Female,Asian,,,F,1,0,9.903241097820247,0,0.878853957411502,0.9817225349467606,0.0689655172413793
2237,15,1,2,2,7.005447413386552,4,0,3,0,0,0,0,2.9181391275529593,2.0,Male,Asian,Some College,High,C,0,5,1.751361853346638,0,0.7295347818882398,0.350622102499039,0.1379310344827586
2238,18,1,1,3,9.043658787202158,23,0,4,1,1,0,0,1.3622335993641654,4.0,Male,African American,Bachelor,Very High,A,2,7,6.26091469680054,1,0.3405583998410413,0.4526498119750821,0.7931034482758621
2239,15,1,2,3,2.6703110270563912,28,0,3,0,0,0,0,0.205067960146301,4.0,Male,Asian,Bachelor,High,A,0,6,0.6675777567640978,1,0.0512669900365752,0.1336161327327593,0.9655172413793104
2240,17,0,0,0,0.9591546487397528,12,0,3,1,0,1,0,2.2332394663089845,3.0,Female,Caucasian,,High,B,2,3,4.239788662184938,0,0.5583098665772461,0.0479599696488796,0.4137931034482758
2241,15,0,0,0,15.508190291849893,7,1,3,0,1,0,0,3.159302938456266,1.0,Female,Caucasian,,High,D,1,3,8.877047572962473,0,0.7898257346140665,0.7762479189860362,0.2413793103448275
2242,18,1,0,1,11.413663501439572,21,1,4,0,0,1,0,1.994611703201556,4.0,Male,Caucasian,High School,Very High,A,1,5,7.853415875359893,1,0.498652925800389,0.5712862574132199,0.7241379310344828
2243,17,1,0,3,15.2140961208779,20,0,0,0,0,0,1,0.9990885438974272,4.0,Male,Caucasian,Bachelor,,A,1,3,5.803524030219475,1,0.2497721359743568,0.761526308156068,0.6896551724137931
2244,17,1,0,1,2.9972559777310326,28,0,3,1,1,0,0,0.5219557256642748,4.0,Male,Caucasian,High School,High,A,2,4,4.749313994432758,1,0.1304889314160687,0.1499821705591724,0.9655172413793104
2245,17,0,3,2,11.43657542365382,1,0,3,1,0,0,0,3.4636875491234314,1.0,Female,Other,Some College,High,D,1,5,4.859143855913455,0,0.8659218872808578,0.5724331703258081,0.0344827586206896
2246,18,0,0,1,5.072849486827511,8,0,0,0,1,0,0,1.9879647265294176,4.0,Female,Caucasian,High School,,A,1,1,3.268212371706878,0,0.4969911816323544,0.2538811352381981,0.2758620689655172
2247,16,1,0,2,4.561236338000398,16,0,2,1,0,0,1,1.6819048043902567,4.0,Male,Caucasian,Some College,Moderate,A,2,4,5.1403090845001,1,0.4204762010975642,0.2282710741899476,0.5517241379310345
2248,16,0,0,1,0.2305202810597051,26,0,2,0,0,0,0,0.1126350589951871,4.0,Female,Caucasian,High School,Moderate,A,0,3,0.0576300702649262,1,0.0281587647487967,0.0114863749398327,0.896551724137931
2249,16,1,0,2,2.606814471381438,17,0,3,1,0,0,1,1.9079839135479153,4.0,Male,Caucasian,Some College,High,A,2,5,4.651703617845359,1,0.4769959783869788,0.1304376556531198,0.5862068965517241
2250,18,0,3,1,6.185362229993907,12,0,0,0,0,0,0,1.1979333311054492,4.0,Female,Other,High School,,A,0,1,1.5463405574984768,1,0.2994833327763623,0.3095707111116206,0.4137931034482758
2251,17,0,0,2,2.337575211818781,0,1,3,0,0,0,0,3.2152726848869184,1.0,Female,Caucasian,Some College,High,D,0,5,3.584393802954695,0,0.8038181712217296,0.1169602188636375,0.0
2252,16,1,0,1,19.71716880821875,11,0,1,0,0,0,0,2.190269258704484,3.0,Male,Caucasian,High School,Low,B,0,2,4.929292202054688,0,0.547567314676121,0.9869387446657476,0.3793103448275862
2253,18,1,2,2,6.172652970479014,19,0,2,0,0,1,0,1.1509661314441684,4.0,Male,Asian,Some College,Moderate,A,1,4,3.5431632426197535,1,0.2877415328610421,0.3089345177049408,0.6551724137931034
2254,16,1,0,3,2.6064789340465633,19,0,3,0,0,0,1,0.6901513450987352,4.0,Male,Caucasian,Bachelor,High,A,1,6,2.651619733511641,1,0.1725378362746838,0.1304208595022589,0.6551724137931034
2255,15,1,0,1,3.981646256559155,20,0,2,1,0,0,0,1.5199552920755757,4.0,Male,Caucasian,High School,Moderate,A,1,3,2.995411564139789,1,0.3799888230188939,0.1992582597173339,0.6896551724137931
2256,16,0,0,3,11.75406456682953,4,1,2,0,0,0,0,3.168988610106379,1.0,Female,Caucasian,Bachelor,Moderate,D,0,5,5.938516141707383,0,0.7922471525265947,0.588325874329853,0.1379310344827586
2257,16,0,1,2,1.2808704772957702,7,0,0,1,0,0,0,1.8081645587687412,4.0,Female,African American,Some College,,A,1,2,2.3202176193239428,0,0.4520411396921853,0.0640642508394562,0.2413793103448275
2258,17,0,3,1,17.248682602823138,26,1,3,1,0,0,0,1.1158787303056936,4.0,Female,Other,High School,High,A,1,4,9.312170650705784,1,0.2789696825764234,0.8633725647075601,0.896551724137931
2259,18,1,2,2,19.229993584742942,14,0,4,0,0,0,0,2.0033079798237297,3.0,Male,Asian,Some College,Very High,B,0,6,4.807498396185736,0,0.5008269949559324,0.9625519843899152,0.4827586206896551
2260,17,0,0,1,4.934948413347618,26,1,4,0,0,0,0,0.8897149150878433,4.0,Female,Caucasian,High School,Very High,A,0,5,4.233737103336905,1,0.2224287287719608,0.2469781560662676,0.896551724137931
2261,17,1,2,2,9.001905371817188,2,1,3,1,1,0,0,3.984673602658726,0.0,Male,Asian,Some College,High,F,2,5,9.250476342954297,0,0.9961684006646816,0.4505597415391805,0.0689655172413793
2262,17,0,0,2,0.4426890205899414,5,0,1,1,0,0,0,2.3254340649162404,3.0,Female,Caucasian,Some College,Low,B,1,3,2.1106722551474855,0,0.5813585162290601,0.0221070057511332,0.1724137931034483
2263,17,1,0,1,12.81420449454443,27,0,1,1,0,1,0,0.6133163315649763,4.0,Male,Caucasian,High School,Low,A,2,2,7.203551123636108,1,0.153329082891244,0.6413937994422336,0.9310344827586208
2264,17,1,0,2,8.278521161051778,12,1,1,1,1,1,0,2.71222974268319,2.0,Male,Caucasian,Some College,Low,C,3,3,11.069630290262944,0,0.6780574356707975,0.4143489564146898,0.4137931034482758
2265,16,0,0,3,5.401169322031114,11,0,2,0,0,1,0,2.096616211446693,3.0,Female,Caucasian,Bachelor,Moderate,B,1,5,3.3502923305077785,0,0.5241540528616733,0.2703159963088959,0.3793103448275862
2266,17,1,1,3,4.1367422123321695,18,0,1,1,0,0,0,1.183063850341623,4.0,Male,African American,Bachelor,Low,A,1,4,3.0341855530830424,1,0.2957659625854058,0.207021971234111,0.6206896551724138
2267,17,1,1,2,13.080461553175208,28,0,1,0,0,1,0,0.5601746057023475,4.0,Male,African American,Some College,Low,A,1,3,5.270115388293802,1,0.1400436514255868,0.6547219547910441,0.9655172413793104
2268,18,0,3,4,8.32434062064629,17,0,3,0,0,0,0,1.1674254127713368,4.0,Female,Other,Higher,High,A,0,7,2.0810851551615723,1,0.2918563531928342,0.41664256274616,0.5862068965517241
2269,15,1,1,2,3.5931857805982403,23,0,2,1,0,0,1,0.9231815615047178,4.0,Male,African American,Some College,Moderate,A,2,4,4.89829644514956,1,0.2307953903761794,0.1798129101851753,0.7931034482758621
2270,16,1,1,1,13.78218162973648,0,0,3,1,0,0,0,3.84128624851289,0.0,Male,African American,High School,High,F,1,4,5.445545407434119,0,0.9603215621282224,0.6898482881167539,0.0
2271,16,1,0,3,11.301445660733872,24,0,4,1,1,0,0,1.212880751488374,4.0,Male,Caucasian,Bachelor,Very High,A,2,7,6.825361415183468,1,0.3032201878720935,0.5656689159555887,0.8275862068965517
2272,16,0,0,2,17.173441098589922,26,0,3,0,0,1,0,0.9621492198905311,4.0,Female,Caucasian,Some College,High,A,1,5,6.293360274647481,1,0.2405373049726328,0.8596061651902833,0.896551724137931
2273,17,0,1,2,2.349517977529858,6,1,3,1,0,0,0,2.5020091336326127,2.0,Female,African American,Some College,High,C,1,5,5.587379494382464,0,0.6255022834081532,0.1175580435279308,0.2068965517241379
2274,17,1,0,2,15.713332038889122,11,0,3,1,0,0,0,2.4562237944460525,3.0,Male,Caucasian,Some College,High,B,1,5,5.92833300972228,0,0.6140559486115131,0.7865167963150566,0.3793103448275862
2275,17,0,2,3,13.47033573634518,9,1,2,1,0,0,0,2.646556960552807,2.0,Female,Asian,Bachelor,Moderate,C,1,5,8.367583934086294,0,0.6616392401382017,0.6742380709327226,0.3103448275862069
2276,18,1,0,3,2.3002187365619564,28,1,0,0,0,0,0,0.3817684951501578,4.0,Male,Caucasian,Bachelor,,A,0,3,3.575054684140489,1,0.0954421237875394,0.1150902481365989,0.9655172413793104
2277,15,1,0,2,13.896414597434417,11,1,0,1,1,0,0,2.396139095071558,3.0,Male,Caucasian,Some College,,B,2,2,10.474103649358604,0,0.5990347737678895,0.6955665017380689,0.3793103448275862
2278,17,1,0,1,8.830945777596607,10,1,1,0,1,1,0,2.5956488625977054,2.0,Male,Caucasian,High School,Low,C,2,2,9.207736444399153,0,0.6489122156494264,0.4420019363795388,0.3448275862068966
2279,15,1,0,2,18.899695711116863,3,1,3,1,1,0,0,4.0,0.0,Male,Caucasian,Some College,High,F,2,5,11.724923927779216,0,1.0,0.9460181077155888,0.1034482758620689
2280,18,1,0,2,2.8322270123579862,18,1,4,1,0,0,0,1.4195226349555488,4.0,Male,Caucasian,Some College,Very High,A,1,6,5.708056753089497,1,0.3548806587388872,0.1417212376890488,0.6206896551724138
2281,16,0,2,1,12.85666781631476,5,0,4,1,1,0,0,3.432684708354722,1.0,Female,Asian,High School,Very High,D,2,5,7.21416695407869,0,0.8581711770886805,0.6435194059973871,0.1724137931034483
2282,17,1,0,2,7.6396009092589185,24,0,0,0,0,0,1,0.1293067518875465,4.0,Male,Caucasian,Some College,,A,1,2,3.9099002273147296,1,0.0323266879718866,0.382366223580534,0.8275862068965517
2283,15,0,1,2,19.13629341181755,8,1,4,0,0,0,0,2.9289482377250686,2.0,Female,African American,Some College,Very High,C,0,6,7.784073352954388,0,0.7322370594312672,0.9578615905750724,0.2758620689655172
2284,15,0,0,1,6.59949790580553,19,0,2,0,0,0,0,0.9471334632498166,4.0,Female,Caucasian,High School,Moderate,A,0,3,1.6498744764513824,1,0.2367833658124541,0.3303012962502332,0.6551724137931034
2285,17,1,0,1,19.243718189836,9,1,3,0,1,0,0,2.9995441039151167,2.0,Male,Caucasian,High School,High,C,1,4,9.810929547459,0,0.7498860259787792,0.9632390034297932,0.3103448275862069
2286,16,1,0,1,18.02971702201498,4,1,1,1,0,0,0,3.0553862953980757,1.0,Male,Caucasian,High School,Low,D,1,2,9.507429255503745,0,0.7638465738495189,0.902469173545984,0.1379310344827586
2287,16,0,2,3,5.407664706213127,26,0,0,0,0,0,0,0.0,4.0,Female,Asian,Bachelor,,A,0,3,1.3519161765532817,1,0.0,0.2706411388229508,0.896551724137931
2288,16,0,0,1,16.070835536528556,12,1,2,0,1,0,1,2.745858798383193,2.0,Female,Caucasian,High School,Moderate,C,2,3,11.01770888413214,0,0.6864646995957983,0.8044125177610332,0.4137931034482758
2289,18,0,2,1,19.91208403607012,8,0,3,1,0,1,1,3.2146284256976476,1.0,Female,Asian,High School,High,D,3,4,10.97802100901753,0,0.8036571064244119,0.9966957082933458,0.2758620689655172
2290,15,1,0,2,5.053260043425647,1,0,1,0,0,1,0,3.4154133242434344,1.0,Male,Caucasian,Some College,Low,D,1,3,3.2633150108564117,0,0.8538533310608586,0.2529005372168746,0.0344827586206896
2291,15,0,2,1,8.735543386466393,17,0,1,1,0,0,1,1.4693892718306072,4.0,Female,Asian,High School,Low,A,2,2,6.183885846616598,1,0.3673473179576518,0.4372263338239846,0.5862068965517241
2292,15,1,0,0,10.403614731335193,20,0,4,0,0,0,0,1.5521129376507927,4.0,Male,Caucasian,,Very High,A,0,4,2.600903682833798,1,0.3880282344126982,0.5207257690376079,0.6896551724137931
2293,18,1,1,1,5.898622716077286,0,0,4,0,0,0,0,3.548459826086951,0.0,Male,African American,High School,Very High,F,0,5,1.4746556790193217,0,0.8871149565217378,0.2952172558238014,0.0
2294,15,1,1,2,0.3052967929205952,23,0,0,1,0,0,0,0.192625111740147,4.0,Male,African American,Some College,,A,1,2,2.076324198230149,1,0.0481562779350367,0.0152294981142915,0.7931034482758621
2295,18,0,3,2,4.402584883950533,20,0,3,0,0,0,0,1.3489974202990602,4.0,Female,Other,Some College,High,A,0,5,1.100646220987633,1,0.337249355074765,0.2203293834165078,0.6896551724137931
2296,16,1,0,1,5.638737686835169,11,1,2,0,1,0,0,2.1431050688591977,3.0,Male,Caucasian,High School,Moderate,B,1,3,6.409684421708793,0,0.5357762672147994,0.2822080681598891,0.3793103448275862
2297,17,1,0,2,8.871994026363744,9,0,2,0,1,0,1,2.4713865329338423,3.0,Male,Caucasian,Some College,Moderate,B,2,4,6.217998506590936,0,0.6178466332334606,0.4440567079569702,0.3103448275862069
2298,15,1,0,4,3.4220495682680374,1,0,2,0,1,0,0,3.205425334412305,1.0,Male,Caucasian,Higher,Moderate,D,1,6,2.855512392067009,0,0.8013563336030762,0.1712462639693957,0.0344827586206896
2299,15,1,2,1,17.465087133833453,27,0,2,1,0,0,0,0.4541144380742554,4.0,Male,Asian,High School,Moderate,A,1,3,6.366271783458363,1,0.1135286095185638,0.8742052285337296,0.9310344827586208
2300,16,1,1,1,14.098222654626722,8,1,2,1,0,0,0,2.809833207494068,2.0,Male,African American,High School,Moderate,C,1,3,8.524555663656681,0,0.702458301873517,0.7056685029797732,0.2758620689655172
2301,17,0,2,1,1.7040095511932396,1,1,2,0,0,0,0,2.997505608420635,2.0,Female,Asian,High School,Moderate,C,0,3,3.42600238779831,0,0.7493764021051588,0.0852455233287533,0.0344827586206896
2302,18,1,0,2,13.001849022798629,22,0,2,1,1,0,1,1.1761890337144745,4.0,Male,Caucasian,Some College,Moderate,A,3,4,9.250462255699658,1,0.2940472584286186,0.650786810225825,0.7586206896551724
2303,17,1,0,2,13.073129528112409,23,0,3,1,1,1,0,1.6689245457866109,4.0,Male,Caucasian,Some College,High,A,3,5,9.268282382028104,1,0.4172311364466527,0.6543549321492373,0.7931034482758621
2304,16,0,0,1,19.124423472872554,29,1,3,1,1,0,0,1.6230040750090506,4.0,Female,Caucasian,High School,High,A,2,4,11.781105868218138,1,0.4057510187522626,0.957267411434608,1.0
2305,16,1,3,2,0.0604174271232249,21,0,2,0,0,0,1,0.5177931283748711,4.0,Male,Other,Some College,Moderate,A,1,4,2.0151043567808062,1,0.1294482820937177,0.0029714560332683,0.7241379310344828
2306,17,0,1,0,4.958648996116144,13,0,1,1,0,0,0,1.9461006983336528,4.0,Female,African American,,Low,A,1,1,3.239662249029036,1,0.4865251745834132,0.2481645473327403,0.4482758620689655
2307,18,1,3,2,18.55582958750631,10,0,3,0,1,0,0,2.815003047977988,2.0,Male,Other,Some College,High,C,1,5,6.638957396876577,0,0.703750761994497,0.928805038742908,0.3448275862068966
2308,18,0,0,2,18.64267830796566,22,0,3,1,0,0,0,1.24818256681425,4.0,Female,Caucasian,Some College,High,A,1,5,6.660669576991415,1,0.3120456417035625,0.9331524661654156,0.7586206896551724
2309,15,0,1,1,14.411728387412747,10,1,3,1,0,0,0,2.7590143433849756,2.0,Female,African American,High School,High,C,1,4,8.602932096853188,0,0.6897535858462439,0.7213618075284016,0.3448275862068966
2310,18,1,1,2,15.3152664209508,16,0,2,0,1,0,0,1.9212942080249984,4.0,Male,African American,Some College,Moderate,A,1,4,5.828816605237701,1,0.4803235520062496,0.7665906376540035,0.5517241379310345
2311,17,1,0,1,1.8296591585929425,3,0,1,0,0,0,0,2.732290675858265,2.0,Male,Caucasian,High School,Low,C,0,2,0.4574147896482356,0,0.6830726689645662,0.0915352250762009,0.1034482758620689
2312,16,1,2,2,10.277516695564673,12,0,3,0,0,0,0,2.2286086189122747,3.0,Male,Asian,Some College,High,B,0,5,2.569379173891168,0,0.5571521547280687,0.5144136200993898,0.4137931034482758
2313,15,0,3,0,4.6316598257799875,6,1,2,0,0,1,0,2.611688472593835,2.0,Female,Other,,Moderate,C,1,2,6.157914956444997,0,0.6529221181484588,0.2317962959818439,0.2068965517241379
2314,15,0,2,3,3.6243608722723457,15,1,4,0,0,1,0,2.197776727185656,3.0,Female,Asian,Bachelor,Very High,B,1,7,5.906090218068086,0,0.549444181796414,0.1813734564744741,0.5172413793103449
2315,16,0,2,1,16.20606598246665,0,1,3,1,0,0,0,3.3355067927178226,1.0,Female,Asian,High School,High,D,1,4,9.051516495616664,0,0.8338766981794556,0.8111818120686489,0.0
2316,18,1,0,3,2.7007627336109485,12,0,1,0,0,0,0,1.7215979626358573,4.0,Male,Caucasian,Bachelor,Low,A,0,4,0.6751906834027371,1,0.4303994906589643,0.1351404681914423,0.4137931034482758
2317,16,0,0,1,9.373032739927703,0,0,2,0,1,1,1,3.2879731984208025,1.0,Female,Caucasian,High School,Moderate,D,3,3,8.343258184981925,0,0.8219932996052006,0.4691374395044818,0.0
2318,18,0,3,2,18.77156479172066,10,1,3,0,0,0,0,2.561964556788972,2.0,Female,Other,Some College,High,C,0,5,7.692891197930165,0,0.640491139197243,0.9396041977614994,0.3448275862068966
2319,16,1,0,1,3.716641111306851,5,0,2,0,0,0,0,2.3585718660404216,3.0,Male,Caucasian,High School,Moderate,B,0,3,0.9291602778267128,0,0.5896429665101054,0.1859927719878435,0.1724137931034483
2320,17,0,2,3,19.55986847476469,19,1,2,0,0,0,0,1.497673654260138,4.0,Female,Asian,Bachelor,Moderate,A,0,5,7.889967118691173,1,0.3744184135650345,0.9790646875741656,0.6551724137931034
2321,18,0,2,1,19.88575971522118,2,0,3,1,0,0,0,3.5172371287357262,0.0,Female,Asian,High School,High,F,1,4,6.971439928805295,0,0.8793092821839316,0.9953779793304748,0.0689655172413793
2322,17,1,1,1,11.112343093648056,11,0,3,0,0,0,0,2.404089819888117,3.0,Male,African American,High School,High,B,0,4,2.778085773412014,0,0.6010224549720292,0.5562029194335071,0.3793103448275862
2323,15,0,3,2,3.4028548035431583,4,0,1,1,1,1,1,2.5172289818586204,2.0,Female,Other,Some College,Low,C,4,3,8.85071370088579,0,0.6293072454646551,0.1702854225650301,0.1379310344827586
2324,16,1,0,0,6.322097758817913,8,1,2,0,0,0,0,2.4352442824022056,3.0,Male,Caucasian,,Moderate,B,0,2,4.580524439704478,0,0.6088110706005514,0.3164153460641733,0.2758620689655172
2325,15,1,0,1,8.489856653530703,25,1,4,1,0,0,0,1.283227506286419,4.0,Male,Caucasian,High School,Very High,A,1,5,7.122464163382675,1,0.3208068765716047,0.4249278769847636,0.8620689655172413
2326,15,1,0,3,6.186484487164458,25,0,4,0,1,0,0,1.099434304470497,4.0,Male,Caucasian,Bachelor,Very High,A,1,7,3.5466211217911146,1,0.2748585761176242,0.3096268884688983,0.8620689655172413
2327,15,1,0,4,5.612711597530316,11,0,3,1,0,0,0,2.1911967950430395,3.0,Male,Caucasian,Higher,High,B,1,7,3.403177899382579,0,0.5477991987607599,0.2809052679142884,0.3793103448275862
2328,15,1,0,1,19.44459418432715,29,1,4,1,0,1,0,1.584478764070205,4.0,Male,Caucasian,High School,Very High,A,2,5,11.861148546081788,1,0.3961196910175512,0.9732943479686118,1.0
2329,16,0,0,3,3.067296548314913,29,0,2,1,0,0,0,0.4757308333876264,4.0,Female,Caucasian,Bachelor,Moderate,A,1,5,2.766824137078728,1,0.1189327083469066,0.1534882244841344,1.0
2330,15,0,2,2,14.666558174337244,27,1,2,1,0,0,0,1.2072685461345751,4.0,Female,Asian,Some College,Moderate,A,1,4,8.66663954358431,1,0.3018171365336438,0.7341179425398072,0.9310344827586208
2331,16,1,3,1,0.0082057887834974,26,0,2,1,0,0,0,0.264924162952827,4.0,Male,Other,High School,Moderate,A,1,3,2.0020514471958744,1,0.0662310407382067,0.0003578733910414,0.896551724137931
2332,16,1,0,2,11.923653388047535,9,0,1,1,0,0,0,2.706659620286692,2.0,Male,Caucasian,Some College,Low,C,1,3,4.980913347011883,0,0.676664905071673,0.5968150620578283,0.3103448275862069
2333,17,0,0,2,18.31886007908105,18,0,2,1,0,0,0,1.5304278892477712,4.0,Female,Caucasian,Some College,Moderate,A,1,4,6.579715019770262,1,0.3826069723119428,0.9169429441285342,0.6206896551724138
2334,18,1,3,4,5.75868188186438,4,0,2,1,1,0,1,3.1274525275923986,1.0,Male,Other,Higher,Moderate,D,3,6,7.439670470466095,0,0.7818631318980996,0.2882121713853897,0.1379310344827586
2335,18,1,0,1,3.710519505154384,25,0,3,1,0,0,0,1.003614145687202,4.0,Male,Caucasian,High School,High,A,1,4,2.927629876288596,1,0.2509035364218005,0.1856863398571654,0.8620689655172413
2336,16,1,0,2,13.03359589756854,4,0,3,0,0,0,1,3.3692186048208828,1.0,Male,Caucasian,Some College,High,D,1,5,5.258398974392135,0,0.8423046512052207,0.6523759785316289,0.1379310344827586
2337,17,0,0,0,14.252028145967865,8,0,3,0,0,0,0,2.7913861084723397,2.0,Female,Caucasian,,High,C,0,3,3.5630070364919666,0,0.6978465271180849,0.713367617108941,0.2758620689655172
2338,16,0,1,1,13.760610379039626,26,0,2,1,0,0,0,0.6735259456903064,4.0,Female,African American,High School,Moderate,A,1,3,5.4401525947599065,1,0.1683814864225766,0.6887684858315702,0.896551724137931
2339,16,1,0,0,6.386337600427481,27,0,1,0,0,0,0,0.3375541414467983,4.0,Male,Caucasian,,Low,A,0,1,1.5965844001068703,1,0.0843885353616995,0.3196310301589285,0.9310344827586208
2340,16,1,3,4,5.044048043186617,25,1,2,1,0,0,0,0.886889415770466,4.0,Male,Other,Higher,Moderate,A,1,6,6.261012010796654,1,0.2217223539426165,0.2524394077696762,0.8620689655172413
2341,17,0,0,3,19.11837599924088,26,0,3,0,1,1,0,1.5066627733506968,4.0,Female,Caucasian,Bachelor,High,A,2,6,8.77959399981022,1,0.3766656933376742,0.9569646901905392,0.896551724137931
2342,18,0,1,2,18.46599016539859,19,0,1,0,1,1,0,1.7051993889190245,4.0,Female,African American,Some College,Low,A,2,3,8.616497541349649,1,0.4262998472297561,0.924307904355348,0.6551724137931034
2343,17,1,0,2,9.146332197856406,16,0,2,1,0,0,1,1.972791413902718,4.0,Male,Caucasian,Some College,Moderate,A,2,4,6.2865830494641015,1,0.4931978534756795,0.4577893833893733,0.5517241379310345
2344,15,1,0,1,16.923877323087467,9,0,2,0,1,0,0,2.626082828753646,2.0,Male,Caucasian,High School,Moderate,C,1,3,6.230969330771867,0,0.6565207071884115,0.8471136333999998,0.3103448275862069
2345,17,0,1,1,9.04646955268592,20,1,3,0,0,0,0,1.671968652950504,4.0,Female,African American,High School,High,A,0,4,5.26161738817148,1,0.417992163237626,0.452790511790551,0.6896551724137931
2346,17,0,2,1,8.487780361450207,0,0,3,0,0,0,0,3.0937609252908795,1.0,Female,Asian,High School,High,D,0,4,2.121945090362552,0,0.7734402313227199,0.424823943051366,0.0
2347,17,0,2,1,3.135258951985893,21,1,3,0,1,0,1,1.6433737595842497,4.0,Female,Asian,High School,High,A,2,4,7.783814737996473,1,0.4108434398960624,0.1568902506263276,0.7241379310344828
2348,17,1,1,2,8.528121129839457,27,0,2,1,1,0,0,0.3392066993150443,4.0,Male,African American,Some College,Moderate,A,2,4,6.132030282459864,1,0.084801674828761,0.4268432999493474,0.9310344827586208
2349,18,0,3,2,10.74833877199614,15,0,2,0,0,1,1,1.9263590676627524,4.0,Female,Other,Some College,Moderate,A,2,4,6.687084692999035,1,0.4815897669156881,0.5379817831693123,0.5172413793103449
2350,15,1,2,0,0.4500865485737293,25,0,1,1,0,0,0,0.4499062079461153,4.0,Male,Asian,,Low,A,1,1,2.1125216371434323,1,0.1124765519865288,0.0224773073035958,0.8620689655172413
2351,18,0,2,0,8.882260103508129,25,1,1,0,0,0,0,0.7095708392685087,4.0,Female,Asian,,Low,A,0,1,5.220565025877033,1,0.1773927098171271,0.4445706018297068,0.8620689655172413
2352,18,0,0,1,15.627124367904006,14,1,1,1,0,0,1,1.748279682449194,4.0,Female,Caucasian,High School,Low,A,2,2,10.906781091976,1,0.4370699206122985,0.7822014582088767,0.4827586206896551
2353,17,0,0,2,13.600921127485396,22,0,1,0,1,0,0,0.9721682581321198,4.0,Female,Caucasian,Some College,Low,A,1,3,5.400230281871349,1,0.2430420645330299,0.6807748455382571,0.7586206896551724
2354,16,0,0,3,12.7031397772787,16,1,1,0,0,0,1,1.934935784062694,4.0,Female,Caucasian,Bachelor,Low,A,1,4,8.175784944319675,1,0.4837339460156735,0.6358341804293078,0.5517241379310345
2355,16,1,1,2,18.19110856874405,25,0,1,0,0,1,0,0.6903478839140333,4.0,Male,African American,Some College,Low,A,1,3,6.547777142186012,1,0.1725869709785083,0.910548026432933,0.8620689655172413
2356,18,1,0,3,0.3606401965046002,19,1,1,0,0,0,0,0.7303661593128756,4.0,Male,Caucasian,Bachelor,Low,A,0,4,3.0901600491261503,1,0.1825915398282189,0.0179998490086218,0.6551724137931034
2357,18,0,0,2,11.140951723844683,24,0,3,0,0,0,1,0.6822651648416035,4.0,Female,Caucasian,Some College,High,A,1,5,4.785237930961171,1,0.1705662912104008,0.5576349951483751,0.8275862068965517
2358,17,1,2,1,15.746976968194142,12,0,4,1,1,0,0,3.0234824828446896,1.0,Male,Asian,High School,Very High,D,2,5,7.936744242048535,0,0.7558706207111724,0.7882009764332591,0.4137931034482758
2359,18,0,2,1,10.826707654025345,0,0,3,0,1,1,0,3.729652301008408,0.0,Female,Asian,High School,High,F,2,4,6.706676913506336,0,0.932413075252102,0.5419047313141211,0.0
2360,17,0,3,3,6.477911051607583,24,1,0,0,0,0,0,0.8419632253726905,4.0,Female,Other,Bachelor,,A,0,3,4.619477762901896,1,0.2104908063431726,0.324214965658823,0.8275862068965517
2361,16,0,0,2,2.725011301839557,7,1,2,0,0,0,0,2.5841742785969637,2.0,Female,Caucasian,Some College,Moderate,C,0,4,3.6812528254598895,0,0.6460435696492409,0.136354290224928,0.2413793103448275
2362,16,0,1,1,17.751261436323826,4,1,3,1,0,0,0,3.3721260428259656,1.0,Female,African American,High School,High,D,1,4,9.437815359080956,0,0.8430315107064914,0.8885303907662109,0.1379310344827586
2363,15,1,0,2,9.41524784775206,5,1,1,0,0,0,0,3.060805402033993,1.0,Male,Caucasian,Some College,Low,D,0,3,5.353811961938015,0,0.7652013505084982,0.4712506210968993,0.1724137931034483
2364,16,0,0,2,17.562303939714027,22,0,3,0,0,0,0,1.1680520002406818,4.0,Female,Caucasian,Some College,High,A,0,5,4.390575984928507,1,0.2920130000601704,0.8790716561054706,0.7586206896551724
2365,18,0,0,2,11.717042448663369,19,1,2,0,0,0,0,1.3492561219436314,4.0,Female,Caucasian,Some College,Moderate,A,0,4,5.929260612165843,1,0.3373140304859078,0.5864726406736332,0.6551724137931034
